data_ref;cod_prestador;nome_prestador;nome_municipio_principal_prestador;uf_prestador;macro_regional_prestador;micro_regional_prestador;nome_municipio_principal_benef;uf_beneficiario;macro_regional_benef;micro_regional_benef;tipo_consulta;qtde_consultas;valor_consultas
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CORREGO DO BOM JESUS;MG;SUL;POUSO ALEGRE;URGENCIA;3;151,2
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ALFENAS;MG;SUL;ALFENAS;URGENCIA;3;151,2
2024_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;TOCOS DO MOJI;MG;SUL;POUSO ALEGRE;URGENCIA;3;151,2
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;3;151,2
2024_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ESPIRITO SANTO DO DOURADO;MG;SUL;POUSO ALEGRE;URGENCIA;2;100,8
2026_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO SEBASTIAO DA BELA VISTA;MG;SUL;POUSO ALEGRE;URGENCIA;14;1232,0
2024_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SERRANIA;MG;SUL;ALFENAS;URGENCIA;1;50,4
2025_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;PIRANGUCU;MG;SUL;ITAJUBA;URGENCIA;1;50,4
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;LAMBARI;MG;SUL;TRES CORACOES;URGENCIA;13;1144,0
2025_11;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CARVALHOPOLIS;MG;SUL;ALFENAS;URGENCIA;1;88,0
2024_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;DOM VICOSO;MG;SUL;SAO LOURENCO;URGENCIA;1;50,4
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;NATERCIA;MG;SUL;POUSO ALEGRE;URGENCIA;11;554,4
2024_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CARMO DE MINAS;MG;SUL;TRES CORACOES;URGENCIA;3;151,2
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAPECERICA;MG;OESTE;DIVINOPOLIS;URGENCIA;2;100,8
2025_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO JOAO DA MATA;MG;SUL;POUSO ALEGRE;URGENCIA;6;302,4
2024_4;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ELOI MENDES;MG;SUL;VARGINHA;URGENCIA;1;50,4
2024_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ESPIRITO SANTO DO DOURADO;MG;SUL;POUSO ALEGRE;URGENCIA;7;352,8
2024_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;OLIMPIO NORONHA;MG;SUL;TRES CORACOES;URGENCIA;1;50,4
2025_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO GONCALO DO SAPUCAI;MG;SUL;VARGINHA;URGENCIA;25;1260,0
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MONTE SIAO;MG;SUL;OURO FINO;URGENCIA;7;352,8
2025_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;IPUIUNA;MG;SUL;POUSO ALEGRE;URGENCIA;3;151,2
2024_11;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ANDRADAS;MG;SUL;POCOS DE CALDAS;URGENCIA;1;50,4
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CAMANDUCAIA;MG;SUL;EXTREMA;URGENCIA;4;201,6
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CONCEICAO DOS OUROS;MG;SUL;POUSO ALEGRE;URGENCIA;7;616,0
2025_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CAMANDUCAIA;MG;SUL;EXTREMA;URGENCIA;2;100,8
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAPEVA;MG;SUL;EXTREMA;URGENCIA;1;50,4
2024_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;AREADO;MG;SUL;ALFENAS;URGENCIA;2;100,8
2024_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;NATERCIA;MG;SUL;POUSO ALEGRE;URGENCIA;5;252,0
2025_4;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;IBITIURA DE MINAS;MG;SUL;POCOS DE CALDAS;URGENCIA;3;151,2
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CRISTINA;MG;SUL;ITAJUBA;URGENCIA;1;88,0
2025_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CONGONHAL;MG;SUL;POUSO ALEGRE;URGENCIA;8;403,2
2024_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CONGONHAL;MG;SUL;POUSO ALEGRE;URGENCIA;8;403,2
2025_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;;;;;URGENCIA;8;403,2
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CARMO DE MINAS;MG;SUL;TRES CORACOES;URGENCIA;2;100,8
2026_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;NATERCIA;MG;SUL;POUSO ALEGRE;URGENCIA;2;176,0
2024_4;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO GONCALO DO SAPUCAI;MG;SUL;VARGINHA;URGENCIA;31;1562,4
2024_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO SEBASTIAO DA BELA VISTA;MG;SUL;POUSO ALEGRE;URGENCIA;10;504,0
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MARIA DA FE;MG;SUL;ITAJUBA;URGENCIA;2;176,0
2024_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;1;50,4
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;TURVOLANDIA;MG;SUL;VARGINHA;URGENCIA;9;792,0
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;LAVRAS;MG;SUL;LAVRAS;URGENCIA;1;50,4
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ESTIVA;MG;SUL;POUSO ALEGRE;URGENCIA;14;705,6
2024_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CALDAS;MG;SUL;POCOS DE CALDAS;URGENCIA;4;201,6
2025_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;AGUAS DE LINDOIA;SP;FORAMG;FORAMG;URGENCIA;2;100,8
2026_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MUNHOZ;MG;SUL;EXTREMA;URGENCIA;2;176,0
2024_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CRISTINA;MG;SUL;ITAJUBA;URGENCIA;3;151,2
2025_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;LAMBARI;MG;SUL;TRES CORACOES;URGENCIA;10;504,0
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAJUBA;MG;SUL;ITAJUBA;URGENCIA;14;1232,0
2025_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;;;;;URGENCIA;3;151,2
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MACHADO;MG;SUL;ALFENAS;URGENCIA;10;504,0
2025_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;2;100,8
2024_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;TURVOLANDIA;MG;SUL;VARGINHA;URGENCIA;2;100,8
2025_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;JACUTINGA;RS;FORAMG;FORAMG;URGENCIA;1;50,4
2025_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAPECERICA;MG;OESTE;DIVINOPOLIS;URGENCIA;1;88,0
2026_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;BANDEIRA DO SUL;MG;SUL;POCOS DE CALDAS;URGENCIA;1;88,0
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CONCEICAO DOS OUROS;MG;SUL;POUSO ALEGRE;URGENCIA;5;440,0
2025_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO JOSE DO ALEGRE;MG;SUL;ITAJUBA;URGENCIA;1;50,4
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO LOURENCO;MG;SUL;SAO LOURENCO;URGENCIA;2;176,0
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;OLIMPIO NORONHA;MG;SUL;TRES CORACOES;URGENCIA;1;88,0
2024_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO BENTO ABADE;MG;SUL;TRES CORACOES;URGENCIA;1;50,4
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;BRAZOPOLIS;MG;SUL;ITAJUBA;URGENCIA;3;264,0
2025_4;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;LAMBARI;MG;SUL;TRES CORACOES;URGENCIA;6;302,4
2024_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SANTA RITA DO SAPUCAI;MG;SUL;POUSO ALEGRE;URGENCIA;22;1108,8
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;TOCOS DO MOJI;MG;SUL;POUSO ALEGRE;URGENCIA;1;88,0
2025_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MUNHOZ;MG;SUL;EXTREMA;URGENCIA;1;50,4
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SENADOR JOSE BENTO;MG;SUL;POUSO ALEGRE;URGENCIA;2;176,0
2026_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;IBITIURA DE MINAS;MG;SUL;POCOS DE CALDAS;URGENCIA;1;88,0
2024_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAPOA;SC;;;URGENCIA;1;50,4
2025_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CARMO DE MINAS;MG;SUL;TRES CORACOES;URGENCIA;1;50,4
2025_11;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MUNHOZ;MG;SUL;EXTREMA;URGENCIA;4;352,0
2024_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SANTA RITA DO SAPUCAI;MG;SUL;POUSO ALEGRE;URGENCIA;21;1058,4
2024_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ESPIRITO SANTO DO DOURADO;MG;SUL;POUSO ALEGRE;URGENCIA;12;604,8
2026_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;OURO FINO;MG;SUL;OURO FINO;URGENCIA;19;1672,0
2025_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;;;;;URGENCIA;8;403,2
2025_4;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;INCONFIDENTES;MG;SUL;OURO FINO;URGENCIA;1;50,4
2024_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MUNHOZ;MG;SUL;EXTREMA;URGENCIA;4;201,6
2024_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ALFENAS;MG;SUL;ALFENAS;URGENCIA;1;50,4
2024_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;DOM VICOSO;MG;SUL;SAO LOURENCO;URGENCIA;1;50,4
2024_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAJUBA;MG;SUL;ITAJUBA;URGENCIA;9;453,6
2024_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SENADOR AMARAL;MG;SUL;POUSO ALEGRE;URGENCIA;1;50,4
2024_11;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO GONCALO DO SAPUCAI;MG;SUL;VARGINHA;URGENCIA;26;1310,4
2024_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAPUCAI-MIRIM;MG;SUL;ITAJUBA;URGENCIA;4;201,6
2025_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;POCOS DE CALDAS;MG;SUL;POCOS DE CALDAS;URGENCIA;2;100,8
2024_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAJUBA;MG;SUL;ITAJUBA;URGENCIA;11;554,4
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAPECERICA;MG;OESTE;DIVINOPOLIS;URGENCIA;2;176,0
2024_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;TURVOLANDIA;MG;SUL;VARGINHA;URGENCIA;2;100,8
2024_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;LAVRAS;MG;SUL;LAVRAS;URGENCIA;4;201,6
2024_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CRISTINA;MG;SUL;ITAJUBA;URGENCIA;1;50,4
2024_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;BUENO BRANDAO;MG;SUL;OURO FINO;URGENCIA;6;302,4
2025_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CAREACU;MG;SUL;POUSO ALEGRE;URGENCIA;9;792,0
2024_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITUIUTABA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;1;50,4
2024_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CARVALHOPOLIS;MG;SUL;ALFENAS;URGENCIA;3;151,2
2024_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;URGENCIA;356;17942,4
2024_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;POCOS DE CALDAS;MG;SUL;POCOS DE CALDAS;URGENCIA;4;201,6
2025_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO GONCALO DO SAPUCAI;MG;SUL;VARGINHA;URGENCIA;40;2016,0
2024_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;BOM REPOUSO;MG;SUL;POUSO ALEGRE;URGENCIA;10;504,0
2024_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;PARAGUACU;MG;SUL;ALFENAS;URGENCIA;2;100,8
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ITAJUBA;MG;SUL;ITAJUBA;URGENCIA;9;453,6
2024_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;LAVRAS;MG;SUL;LAVRAS;URGENCIA;1;50,4
2024_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CARMO DE MINAS;MG;SUL;TRES CORACOES;URGENCIA;7;352,8
2025_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;PIRANGUINHO;MG;SUL;ITAJUBA;URGENCIA;1;50,4
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CAMBUI;MG;SUL;POUSO ALEGRE;URGENCIA;18;1584,0
2025_3;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SILVIANOPOLIS;MG;SUL;POUSO ALEGRE;URGENCIA;9;453,6
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;PEDRALVA;MG;SUL;ITAJUBA;URGENCIA;5;252,0
2024_11;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SANTA RITA DO SAPUCAI;MG;SUL;POUSO ALEGRE;URGENCIA;23;1159,2
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CORREGO DO BOM JESUS;MG;SUL;POUSO ALEGRE;URGENCIA;3;264,0
2025_9;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SILVIANOPOLIS;MG;SUL;POUSO ALEGRE;URGENCIA;21;1848,0
2025_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;NATERCIA;MG;SUL;POUSO ALEGRE;URGENCIA;9;453,6
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;URGENCIA;414;20865,6
2024_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;HELIODORA;MG;SUL;POUSO ALEGRE;URGENCIA;2;100,8
2026_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO SEBASTIAO DA BELA VISTA;MG;SUL;POUSO ALEGRE;URGENCIA;14;1232,0
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;JESUANIA;MG;SUL;TRES CORACOES;URGENCIA;1;88,0
2025_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;PIRANGUCU;MG;SUL;ITAJUBA;URGENCIA;1;50,4
2025_4;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;POCOS DE CALDAS;MG;SUL;POCOS DE CALDAS;URGENCIA;3;151,2
2024_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SERRANIA;MG;SUL;ALFENAS;URGENCIA;1;50,4
2026_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;URGENCIA;306;26928,0
2024_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;ALFENAS;MG;SUL;ALFENAS;URGENCIA;5;252,0
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;POCOS DE CALDAS;MG;SUL;POCOS DE CALDAS;URGENCIA;1;88,0
2024_6;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;PIRANGUINHO;MG;SUL;ITAJUBA;URGENCIA;5;252,0
2026_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO JOAO DA MATA;MG;SUL;POUSO ALEGRE;URGENCIA;5;440,0
2025_12;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;1;88,0
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO LOURENCO;MG;SUL;SAO LOURENCO;URGENCIA;2;100,8
2024_8;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;OURO FINO;MG;SUL;OURO FINO;URGENCIA;20;1008,0
2026_1;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;INCONFIDENTES;MG;SUL;OURO FINO;URGENCIA;5;440,0
2025_7;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SAO SEBASTIAO DA BELA VISTA;MG;SUL;POUSO ALEGRE;URGENCIA;10;504,0
2024_2;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;JAIBA;MG;NORTE;JANAUBA;URGENCIA;1;50,4
2024_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;PIRANGUINHO;MG;SUL;ITAJUBA;URGENCIA;2;100,8
2024_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;BORDA DA MATA;MG;SUL;POUSO ALEGRE;URGENCIA;34;1713,6
2024_4;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SENADOR JOSE BENTO;MG;SUL;POUSO ALEGRE;URGENCIA;1;50,4
2024_5;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;SENADOR AMARAL;MG;SUL;POUSO ALEGRE;URGENCIA;7;352,8
2025_10;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;CONGONHAL;MG;SUL;POUSO ALEGRE;URGENCIA;14;1232,0
